fac,hospital_name,hospital_type,hospital_type_group,direction_number,direction_name,direction_description,key_actions,plan_period_start,plan_period_end,plan_period_start_raw,plan_period_end_raw,primary_theme,secondary_theme,classification_confidence,classified_on,classification_notes,classification_status,robots_allowed,cihi_peer_group,licensed_beds,hospital_name_self_reported,plan_start_year,plan_period_parse_ok,vision,mission,values,purpose,extraction_quality,extraction_notes,source_type,extraction_date,direction_type
958,OTTAWA THE OTTAWA HOSPITAL,Teaching Hospital,Teaching,4,Accelerate discovery,"Pursue impactful, cutting-edge research to pioneer new treatments and tools that benefit patients and elevate further our leadership role in research and education globally.","Create hope for patients through a commitment to leading edge research – Give our patients and their loved ones new hope through research that is making tomorrow's health care possible today by focusing on breakthroughs by design and practice-changing research. | Advance multidisciplinary education – Train the next generation of health professionals through excellence in multidisciplinary team-based learning, learner experience and knowledge dissemination in collaboration with our educational partners. | Lead the innovation platform – Lead innovation in health care while advancing Ottawa as a thriving innovation ecosystem.",2023-01-01,NA,2023,NA,RES,INN,high,full,"Primary RES: Core focus on cutting-edge research, practice-changing research, and multidisciplinary education/training of health professionals. Secondary INN: Innovation platform and ecosystem development is substantial but serves the research mission.",ok,TRUE,NA,NA,The Ottawa Hospital,2023,TRUE,"To provide each patient with the world-class care, exceptional service, and compassion we would want for our loved ones.","The Ottawa Hospital plays an active role in promoting and improving health within our community. Focused on tertiary care, education and research, The Ottawa Hospital collaborates with a wide range of partners to address the needs of the community and to build a strong, integrated system for regional health care delivery.",Compassion | A Commitment to Quality | Working Together | Respect for the Individual,NA,full,Plan period end date not explicitly stated - title indicates '2023 and Beyond',pdf,2026-03-28,direction
959,SUDBURY HEALTH SCIENCES NORTH,Teaching Hospital,Teaching,1,Providing Quality People-Centred Care,Putting patients and families at the centre of all we do and working together to provide exceptional care.,"Advance hospital expansion plans to improve access to acute, emergency, pediatric, mental health and addictions care. | Design models of care that improve healthcare experiences for patients and families to meet their goals. We will make the healthcare system easier to navigate and promote seamless care transitions by working closely with community partners. | Be leaders in making healthcare safer for everyone with a focus on continuous quality improvement. | Transform surgical care in Northeastern Ontario by investing in state-of-the-art tools, including a robotics program and hybrid operating room.",2026-01-01,2030-01-01,2026,2030,PAT,ACC,high,full,"Primary PAT: Core focus on patient-centred care, quality improvement, and safety. Secondary ACC: Substantial emphasis on expanding access (acute, emergency, pediatric, mental health services), improving care transitions, and navigation. Infrastructure investments (robotics, hybrid OR) serve the quality and access goals rather than being infrastructure-focused.",ok,TRUE,NA,NA,Health Sciences North,2026,TRUE,A healthier North.,"Exceptional care, transformative teaching, and impactful research to improve health outcomes for the diverse people and communities of Northeastern Ontario.",Respect | Compassion | Quality | Transparency | Accountability,NA,full,"Plan period end year 2030 is clear from document title 'Together for You 2030', but start year is not explicitly stated in the content provided.",pdf_image,2026-03-31,direction
959,SUDBURY HEALTH SCIENCES NORTH,Teaching Hospital,Teaching,2,Empowering Human Potential,Creating an environment where the talented and dedicated people of Team HSN can thrive and be celebrated.,"Proactively attract, recruit, retain and invest in a skilled workforce that reflects and meets the needs of the diverse communities we serve to address workforce shortages. | Build a unified culture focused on wellness, collaboration and breaking down silos to prioritize strategic objectives.",2026-01-01,2030-01-01,2026,2030,WRK,ORG,high,full,"Primary WRK: Core focus on workforce recruitment, retention, investment, and wellness. Secondary ORG: Building unified culture and breaking down silos reflects organizational culture transformation beyond just HR practices.",ok,TRUE,NA,NA,Health Sciences North,2026,TRUE,A healthier North.,"Exceptional care, transformative teaching, and impactful research to improve health outcomes for the diverse people and communities of Northeastern Ontario.",Respect | Compassion | Quality | Transparency | Accountability,NA,full,"Plan period end year 2030 is clear from document title 'Together for You 2030', but start year is not explicitly stated in the content provided.",pdf_image,2026-03-31,direction
959,SUDBURY HEALTH SCIENCES NORTH,Teaching Hospital,Teaching,3,Advancing Equity Through Social Accountability,"Addressing health equity gaps by promoting an inclusive environment free of racism, discrimination and all forms of bias.","Continuously engage with Indigenous communities and Indigenous health organizations to strengthen relationships and develop pathways that increase availability and access to culturally safe and wholistic care. The Indigenous Health Advisory Council and the Calls to Action of the Truth and Reconciliation Commission Report will guide this work. | Build cultural competency and humility to strengthen our ability to provide exceptional care that is safe, equitable, and free of racism and discrimination for all. | Enhance our active offer of French language services to provide people with communication and services in their preferred official language. | Improve access to mental health services across the region, including emergency mental health and addictions care. | Meet the growing needs of the older adult population by expanding services focused on best practices and dignified care to support aging in the right place.",2026-01-01,2030-01-01,2026,2030,EDI,ACC,high,full,"Primary EDI: Core focus on health equity, Indigenous cultural safety, anti-racism, discrimination, inclusion, and French language services. Secondary ACC: Substantial emphasis on improving access to mental health services and older adult care. The direction explicitly frames equity work through both cultural safety/inclusion (EDI) and service access improvements (ACC).",ok,TRUE,NA,NA,Health Sciences North,2026,TRUE,A healthier North.,"Exceptional care, transformative teaching, and impactful research to improve health outcomes for the diverse people and communities of Northeastern Ontario.",Respect | Compassion | Quality | Transparency | Accountability,NA,full,"Plan period end year 2030 is clear from document title 'Together for You 2030', but start year is not explicitly stated in the content provided.",pdf_image,2026-03-31,direction
959,SUDBURY HEALTH SCIENCES NORTH,Teaching Hospital,Teaching,4,Achieving Healthcare Excellence Through Education and Research,"Impactful research and education enables us to develop collaborative healthcare solutions, paving the way for a healthier North.","Collaborate with academic, healthcare, and community organizations to establish an Academic Health Sciences Network. These partnerships will unlock ground-breaking research and transformative educational opportunities, driving healthcare innovation for the North and making a lasting impact on the global stage. | Invest in the integration of research activities throughout HSN to create a thriving environment for research opportunities that helps us understand people's health needs and improves health outcomes. | Develop a culture of education to provide learning and teaching experiences that are inclusive, accessible, safe, and welcoming to promote professional development, recruitment and retention.",2026-01-01,2030-01-01,2026,2030,RES,WRK,high,full,"Primary RES: Core focus on research programs, academic partnerships, and establishing an Academic Health Sciences Network. Secondary WRK: Third action explicitly addresses professional development, recruitment and retention through education culture. The education referenced is dual-purpose: academic mission (RES) and workforce development (WRK).",ok,TRUE,NA,NA,Health Sciences North,2026,TRUE,A healthier North.,"Exceptional care, transformative teaching, and impactful research to improve health outcomes for the diverse people and communities of Northeastern Ontario.",Respect | Compassion | Quality | Transparency | Accountability,NA,full,"Plan period end year 2030 is clear from document title 'Together for You 2030', but start year is not explicitly stated in the content provided.",pdf_image,2026-03-31,direction
959,SUDBURY HEALTH SCIENCES NORTH,Teaching Hospital,Teaching,5,Strengthening Organizational Sustainability,A focus on sustainability will enable us to be here when people need us the most – now and into the future.,"Achieve financial strength by driving efficiency, instilling a culture of long-term planning and advocating for equitable funding. | Improve health outcomes and healthcare worker experiences by expanding Information Technology infrastructure and enabling the safe and ethical use of emerging technologies including Artificial Intelligence. | Identify eco-friendly practices and opportunities to reduce our carbon footprint. | Cultivate a culture of philanthropy throughout HSN and the communities we serve, to inspire giving that fuels advancements in care and research, transforming the lives of those who depend on us.",2026-01-01,2030-01-01,2026,2030,FIN,INN,high,full,"Primary is FIN: financial strength, efficiency, long-term planning, and equitable funding are core. Secondary is INN: IT infrastructure expansion and AI adoption are substantial. Eco-friendly practices (environmental sustainability) would fall under ORG per taxonomy rules, but are minor relative to financial and digital themes. Philanthropy supports financial sustainability goal.",ok,TRUE,NA,NA,Health Sciences North,2026,TRUE,A healthier North.,"Exceptional care, transformative teaching, and impactful research to improve health outcomes for the diverse people and communities of Northeastern Ontario.",Respect | Compassion | Quality | Transparency | Accountability,NA,full,"Plan period end year 2030 is clear from document title 'Together for You 2030', but start year is not explicitly stated in the content provided.",pdf_image,2026-03-31,direction
961,OTTAWA HEART INSTITUTE,Teaching Hospital,Teaching,1,Your heart is in the right place,"Save lives and improve quality of life through world-leading, people-centred interventions, specialty care, and training future heart health leaders.",Optimize care at the Heart Institute | Empower the patient experience | Support our teams to be their best | Become the premier destination for cardiac learning,2025-01-01,2030-01-01,2025,2030,PAT,RES,high,full,"Primary: PAT based on 'save lives and improve quality of life' and 'people-centred interventions, specialty care' plus 'optimize care' and 'empower patient experience' actions. Secondary: RES clearly present in 'training future heart health leaders' and 'premier destination for cardiac learning' — this is medical education/academic mission, not staff development. 'Support our teams' action alone insufficient for WRK secondary given stronger RES presence.",ok,TRUE,NA,NA,Ottawa Heart Institute,2025,TRUE,NA,NA,NA,To be your world-leading heart institute driving the transformation of heart health and cardiac care,full,Document includes both overall strategic directions and specific research priorities. Guiding principles are present but not labeled as values. Research section has its own purpose statement.,pdf,2026-04-10,direction
961,OTTAWA HEART INSTITUTE,Teaching Hospital,Teaching,2,Care in the heart of your community,"Reach beyond our walls to enable screening, testing, care, guidance and education close to home.",Expand education and cardiac care capacity | Maximize care in community and streamline Institute access | Lead in heart health information and collaboration,2025-01-01,2030-01-01,2025,2030,ACC,PAR,high,full,"Primary focus on access and care delivery model (community-based care, streamlined access). Secondary theme reflects community partnerships and collaboration needed to deliver care beyond hospital walls. Education here refers to patient/community health education, not academic teaching.",ok,TRUE,NA,NA,Ottawa Heart Institute,2025,TRUE,NA,NA,NA,To be your world-leading heart institute driving the transformation of heart health and cardiac care,full,Document includes both overall strategic directions and specific research priorities. Guiding principles are present but not labeled as values. Research section has its own purpose statement.,pdf,2026-04-10,direction
961,OTTAWA HEART INSTITUTE,Teaching Hospital,Teaching,3,The heart of innovation and discovery,Lead transformative cardiac research that advances medical breakthroughs and improves the health of Canadians and people worldwide.,Establish the Heart Institute as a global leader in cardiac research | Harness data to transform cardiac care | Turn research into action for better cardiac care,2025-01-01,2030-01-01,2025,2030,RES,INN,high,full,"Primary RES: Core focus on cardiac research programs, medical breakthroughs, and establishing global research leadership. Secondary INN: Explicit emphasis on data harnessing and research translation ('turn research into action'), representing digital/data analytics and innovation implementation.",ok,TRUE,NA,NA,Ottawa Heart Institute,2025,TRUE,NA,NA,NA,To be your world-leading heart institute driving the transformation of heart health and cardiac care,full,Document includes both overall strategic directions and specific research priorities. Guiding principles are present but not labeled as values. Research section has its own purpose statement.,pdf,2026-04-10,direction
962,ST CATHARINES NIAGARA HEALTH SYSTEM,Large Community Hospital,Community — Large,1,People First,People are the basis of everything we do at Niagara Health — both patients and our team members. Caring for patients is the reason Niagara Health exists. Connecting with our community and building partnerships with other organizations serving our patients help us deliver better care. Nothing can happen without our team.,"Strengthening our patient-centred culture: Decisions will be made to optimize patient experience and patient care with initiatives across all levels of the organization being co-designed with patient partners. We will also work with specific patient populations, beginning with Indigenous partners, to improve care. | Building an inclusive and collaborative workplace: Every team member should feel supported, valued and engaged, understanding how their individual role contributes to the broader vision and culture of Niagara Health. Programs, policies and decisions at Niagara Health will be designed to reflect and enhance diversity, equity and inclusion using the Ontario Health Equity, Inclusion, Diversity and Anti-Racism Framework. | Equipping our team members with the tools for success: Programs will be implemented to support the mental health and wellness of all team members. We will provide greater access to education and training opportunities for growth and development.",2023-01-01,2028-01-01,2023,2028,WRK,PAT,high,full,"Primary WRK: Two of three key actions focus explicitly on workforce (inclusive workplace, team member tools/wellness/development). Secondary PAT: First action emphasizes patient-centred culture and co-design with patient partners. While the direction name and opening description suggest equal weight, the actions reveal stronger workforce emphasis.",ok,TRUE,NA,NA,Niagara Health,2023,TRUE,A Healthier Niagara,NA,Compassion in Action | Driven by Optimism | Achieving Ambitious Results,Extraordinary Caring. Every Person. Every Time.,full,NA,pdf,2026-03-27,direction
962,ST CATHARINES NIAGARA HEALTH SYSTEM,Large Community Hospital,Community — Large,2,Safe and Quality Care,"Our purpose is clear that every person who comes to Niagara Health should receive the best care, every time. We must use all resources available to us to ensure people can access hospital services when they need them, that these services and experiences are consistent, and that we are always striving to do better.","Improving how patients move across Niagara Health: Drawing on sector best practices, we will improve our ability to serve people when they need it and enhance how patients access services. We will also focus on creating seamless care for patients as they move in and out of our hospitals. | Integrating data and research: As we implement our new hospital information system, we will apply the data and analytics generated to help us make better decisions. We will embed research into our work, using the outcomes to enhance the care we provide. | Embedding continuous quality improvement: Niagara Health will build continuous quality improvement capacity and capability across the organization. We will standardize our care and empower our team to deliver the best care to our patients.",2023-01-01,2028-01-01,2023,2028,PAT,ACC,high,full,"Primary PAT: Core focus on quality improvement, patient safety, consistent care experiences, and clinical excellence ('best care, every time'). Secondary ACC: Substantial emphasis on patient flow, access to services, and seamless care transitions across the hospital system. Data/research integration serves quality improvement goals rather than academic mission.",ok,TRUE,NA,NA,Niagara Health,2023,TRUE,A Healthier Niagara,NA,Compassion in Action | Driven by Optimism | Achieving Ambitious Results,Extraordinary Caring. Every Person. Every Time.,full,NA,pdf,2026-03-27,direction
962,ST CATHARINES NIAGARA HEALTH SYSTEM,Large Community Hospital,Community — Large,3,How We Work,"As the needs of Niagara Health's patients, community and team members change, we must transform how we work. We will become one truly regional system, functioning seamlessly across sites. We are updating our physical structures, including building a new hospital, but we are also changing how we organize ourselves and how we use technology to work together and to serve our patients.","Refining our regional model: As we open the new South Niagara Site, we will shift how and where we work to function as one team serving the entire Niagara region. Patients will know they will get the same standard of care across all of Niagara Health. | Implementing interprofessional team best practices: To best use the capacity of our team members and deliver care as efficiently as possible, we will implement best practices for how we set up our teams and how each team member performs in their scope of practice. | Enhancing and leveraging technology: We will use technology to enhance how we communicate across teams and with our patients, offering new options for how we provide care virtually.",2023-01-01,2028-01-01,2023,2028,INF,ACC,high,full,"Primary INF: Focus on operational transformation, regional system integration across sites, physical infrastructure (new hospital), and internal organizational restructuring. Secondary ACC: Interprofessional teams and virtual care delivery models directly impact care delivery and access. Technology use here serves operational efficiency and care delivery, not digital transformation as strategic innovation (INN).",ok,TRUE,NA,NA,Niagara Health,2023,TRUE,A Healthier Niagara,NA,Compassion in Action | Driven by Optimism | Achieving Ambitious Results,Extraordinary Caring. Every Person. Every Time.,full,NA,pdf,2026-03-27,direction
963,MOUNT FOREST NORTH WELLINGTON HC,Small Hospital,Community — Small,1,"Together, empowering a meaningful patient journey",Places patients at the centre of each unique journey. Recognizes that quality drives care. Empowers patients and families as partners in care,"Growing relationships with our patients and families, involving them in care and operational decision-making | Cultivating quality of care, yielding outcomes for our patients | Transforming how we collect and use information to drive quality and support the patient journey",2023-01-01,2028-01-01,2023,2028,PAT,NA,high,full,"Clear patient experience focus: patient-centred care, patient/family partnerships, quality outcomes. Data collection mentioned serves quality improvement (PAT), not digital transformation per se.",ok,TRUE,NA,NA,Wellington Health Care Alliance,2023,TRUE,Rooted in Wellness - Growing Together - Cultivating Health,"Together, elevating quality to achieve excellent care, empowering all to thrive on our journey of wellness",Teamwork | Accountability | Compassion | Kindness | Respect,NA,full,"Document includes three hospitals under the Wellington Health Care Alliance umbrella: Groves Memorial Community Hospital, Palmerston and District Hospital, and Louise Marshall Hospital. The plan includes four strategic pillars plus one foundational enabler (DEI).",pdf,2026-03-31,direction
963,MOUNT FOREST NORTH WELLINGTON HC,Small Hospital,Community — Small,2,"Together, advancing a culture of team wellness",A culture of wellness creates belonging and engagement. Wellness of care providers is a key enabler to quality care for our patients,"Fostering a team engaged in quality care | Promoting and supporting continuous growth, empowering problem-solvers in developing creative solutions | Cultivating the leaders of the future",2023-01-01,2028-01-01,2023,2028,WRK,NA,high,full,"Clear workforce focus: team wellness, belonging, engagement, staff empowerment, leadership development. While quality care is mentioned as an outcome, the strategic intent is staff-centered culture and development.",ok,TRUE,NA,NA,Wellington Health Care Alliance,2023,TRUE,Rooted in Wellness - Growing Together - Cultivating Health,"Together, elevating quality to achieve excellent care, empowering all to thrive on our journey of wellness",Teamwork | Accountability | Compassion | Kindness | Respect,NA,full,"Document includes three hospitals under the Wellington Health Care Alliance umbrella: Groves Memorial Community Hospital, Palmerston and District Hospital, and Louise Marshall Hospital. The plan includes four strategic pillars plus one foundational enabler (DEI).",pdf,2026-03-31,direction
963,MOUNT FOREST NORTH WELLINGTON HC,Small Hospital,Community — Small,3,"Together, nurturing our Alliance ecosystem",Investing in systems and environmental infrastructure will meet our needs for today and the future,Maintaining sustainable finances | Strengthening the Alliance | Sustaining and growing clinical services,2023-01-01,2028-01-01,2023,2028,PAR,FIN,high,full,Primary focus on Alliance ecosystem and strengthening partnerships. Financial sustainability is a substantial secondary component given 'sustainable finances' action and infrastructure investment context. Infrastructure mentioned but serves the partnership/alliance goals rather than being the strategic intent.,ok,TRUE,NA,NA,Wellington Health Care Alliance,2023,TRUE,Rooted in Wellness - Growing Together - Cultivating Health,"Together, elevating quality to achieve excellent care, empowering all to thrive on our journey of wellness",Teamwork | Accountability | Compassion | Kindness | Respect,NA,full,"Document includes three hospitals under the Wellington Health Care Alliance umbrella: Groves Memorial Community Hospital, Palmerston and District Hospital, and Louise Marshall Hospital. The plan includes four strategic pillars plus one foundational enabler (DEI).",pdf,2026-03-31,direction
963,MOUNT FOREST NORTH WELLINGTON HC,Small Hospital,Community — Small,4,"Together, enriching partnerships and growing community relationships",Valued partnerships and community supports are required to grow a seamless system of care for our community. Collaboratively responding to changes will prepare the Alliance to meet future needs,Committing to active participation as a member of the Guelph Wellington Ontario Health Team (GW OHT) | Collaborating with partners to support quality patient care | Planning for the impact of future community growth,2023-01-01,2028-01-01,2023,2028,PAR,ACC,high,full,"Primary PAR: explicit focus on partnerships, community relationships, and OHT participation. Secondary ACC: 'seamless system of care' and collaborative response to community needs reflect integrated care delivery and access goals.",ok,TRUE,NA,NA,Wellington Health Care Alliance,2023,TRUE,Rooted in Wellness - Growing Together - Cultivating Health,"Together, elevating quality to achieve excellent care, empowering all to thrive on our journey of wellness",Teamwork | Accountability | Compassion | Kindness | Respect,NA,full,"Document includes three hospitals under the Wellington Health Care Alliance umbrella: Groves Memorial Community Hospital, Palmerston and District Hospital, and Louise Marshall Hospital. The plan includes four strategic pillars plus one foundational enabler (DEI).",pdf,2026-03-31,direction
963,MOUNT FOREST NORTH WELLINGTON HC,Small Hospital,Community — Small,5,"Champion diversity, equity and inclusion in everything we do","Diversity, equity and inclusion (DEI) supports equitable access to healthcare for our patients, families and community. Embedding DEI into our values, vision, mission and strategic pillars plays a crucial role in creating a culture where everyone has the opportunity to thrive",Including DEI as the foundational enabler of each strategic pillar | Committing to co-design and advance a health equity plan in alignment with our communities and people we serve,2023-01-01,2028-01-01,2023,2028,EDI,NA,high,full,NA,ok,TRUE,NA,NA,Wellington Health Care Alliance,2023,TRUE,Rooted in Wellness - Growing Together - Cultivating Health,"Together, elevating quality to achieve excellent care, empowering all to thrive on our journey of wellness",Teamwork | Accountability | Compassion | Kindness | Respect,NA,full,"Document includes three hospitals under the Wellington Health Care Alliance umbrella: Groves Memorial Community Hospital, Palmerston and District Hospital, and Louise Marshall Hospital. The plan includes four strategic pillars plus one foundational enabler (DEI).",pdf,2026-03-31,enabler
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,1,"Equity, Diversity & Inclusion (EDI)",NA,Anti-racism Campaign | Truth and Reconciliation Commission of Canada Review Committee | United Nations Declaration on the Rights of Indigenous Peoples Act (UNDRIP) | Sustainable Indigenous Recruitment and Retention | Trauma Informed Care Training | EDI Hospital-Wide Policy Review Process,2025-01-01,2028-01-01,2025,2028,EDI,WRK,high,name_description,"Clear EDI focus with anti-racism, Indigenous rights (TRC, UNDRIP), and EDI policy review. Secondary WRK assigned due to substantial workforce component in 'Sustainable Indigenous Recruitment and Retention' and 'Trauma Informed Care Training' for staff.",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,2,Mental Health & Addictions,NA,Schedule 1 Steering Committee | Expansion of Rapid Access Addictions Medicine Clinic | Urgent Psychiatry Services | Investigate In-Patient Addiction Treatment Facility | Discussion re: Partnering with Established Treatment Centres | Dedicated Mental Health Counsellor in Emergency Department (ED),2025-01-01,2028-01-01,2025,2028,ACC,PAR,high,name_description,"Primary focus is expanding access to mental health and addictions services (rapid access clinic, urgent psychiatry, ED counsellor, inpatient facility). Secondary theme reflects partnership exploration with established treatment centres. All actions center on service delivery and access expansion.",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,3,"Future Planning, Infrastructure & Growth",NA,"Infrastructure & Growth - Long-Term Care Beds - Schedule 1 Beds - Magnetic Resonance Imaging (MRI) - Expand Specialist Services - Intensive Care Unit Beds - Phase 2 of ED Renovations | Sustainability - Staffing, Health Human Resources - Financial Stability - Physicians",2025-01-01,2028-01-01,2025,2028,INF,FIN,high,name_only,"Primary focus on infrastructure expansion (beds, MRI, ED renovations, facilities). Secondary theme FIN reflects explicit financial stability goal and implicit resource planning for growth. Staffing mentioned under 'Sustainability' but infrastructure dominates the strategic intent.",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,4,Investing In Our People,NA,Staff Experience | Health Human Resources | Financial Incentives / Taxation Exempt | Leadership Development for Staff / Succession Planning | Promote Positive Work Environment and Culture | Indigenous Midwifery Supports,2025-01-01,2028-01-01,2025,2028,WRK,NA,high,name_description,"All actions directly relate to workforce: staff experience, HR, financial incentives, leadership development/succession, work culture, and Indigenous midwifery supports (workforce-specific). Clear WRK focus with no substantial secondary theme.",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,5,High Quality Patient Experience & Care,NA,"Patient Experience | Best Practices - Quality of Care, Patient-Centered, Patient Safety | Patient Navigator | Indigenous Transitions Facilitator | Accreditation for Indigenous Services in Healthcare | Best Practice Spotlight Organization | Patient and Family Advisor | Communications Strategy - Podcast - Newsletter | Clinical Scholar",2025-01-01,2028-01-01,2025,2028,PAT,EDI,high,name_description,"Primary PAT: Core focus on patient experience, quality of care, patient safety, patient-centered care, and quality improvement (BPSO, accreditation). Secondary EDI: Substantial Indigenous-specific initiatives (Indigenous Transitions Facilitator, Accreditation for Indigenous Services) warrant secondary classification. Clinical Scholar could suggest RES but appears focused on quality improvement rather than research/academic mission.",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,6,Innovation / Technology - Digital Transformation,NA,Ontario Health Team Digital Project | Meditech Expansion | Ocean E-Referral Expansion | Innovative Models of Radiology Services | Artificial Intelligence Exploratory Options - Self-Registration Kiosk | Innovative Interpreter Services,2025-01-01,2028-01-01,2025,2028,INN,ACC,high,name_description,"Primary INN: Clear digital transformation focus with EMR expansion, e-referral, AI, and technology adoption. Secondary ACC: Several actions directly improve access (e-referral expansion, self-registration kiosk) and service delivery models (radiology, interpreter services).",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,7,External Partnerships,NA,"Advocacy - Affordable / Equitable Housing | Social Determinants of Health | Relationship / Partnerships | Tribal Councils, Sioux Lookout First Nation Health Authority (SLFNHA), Municipality, Non-Insured Health Benefits (NIHB), Northern Ontario School of Medicine (NOSM) University, Nourish, High School, Ontario Health Team's, Seven Generations, Social Justice & Leadership, Police Services, etc.",2025-01-01,2028-01-01,2025,2028,PAR,EDI,high,name_description,"Primary PAR: Focus on external partnerships and relationships with diverse community organizations, health authorities, and educational institutions. Secondary EDI: Substantial emphasis on Indigenous partnerships (Tribal Councils, SLFNHA), social determinants of health, affordable housing equity, and social justice — these are not merely mentioned but represent core partnership objectives.",ok,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,direction
965,SAULT STE MARIE SAULT AREA,Large Community Hospital,Community — Large,1,Compassionate Person-Centred Care,We will ensure our patients and their families feel heard and empowered to be active participants in their care.,"Design and implement an Indigenous Health Work Plan in collaboration with our partners | Develop and implement a data strategy related to Diversity, Equity and Inclusion to understand opportunities, enhance sharing with partners and ensure our ability to measure improvements | Develop and implement a Diversity, Equity and Inclusion education plan to support our workers | Improve patient confidence and reduce vulnerability by working with community partners to improve co-ordination and integration of hospital care and community services | Implement a model of mental health and addictions care and a care environment that is evidence-informed, purposefully promotes safety, and embraces diversity, equity and inclusivity | Strengthen the continuum of emergency care by working with care partners to improve access to acute care resources",2022-01-01,2025-01-01,2022,2025,PAT,EDI,high,full,"Primary is PAT based on core intent of patient-centred care, empowerment, and patient confidence. Secondary is EDI due to substantial focus on Indigenous Health Work Plan, DEI data strategy, and DEI education. Partnership actions (community integration, care coordination) serve the patient experience goal rather than representing a distinct strategic thrust.",ok,TRUE,NA,NA,Sault Area Hospital,2022,TRUE,Trusted Partner. Outstanding Care.,Exceptional people working together to provide outstanding care in Algoma.,Integrity | Compassion | Collaboration & Partnership | Accountability | Respect | Excellence,NA,full,NA,pdf,2026-03-27,direction
965,SAULT STE MARIE SAULT AREA,Large Community Hospital,Community — Large,2,Healthy and Supportive Organization,"Our leaders will enable their teams to do their best and ensure staff, physicians, and volunteers are healthy, well and safe at work.","Develop and implement a new approach, including training, tools and resources, to support our leaders and staff in improving overall attendance | Foster a supportive environment and develop operational excellence by defining our standard for people-focused leadership and ensuring leaders are supported in managing their department | Ensure safety best practice fundamentals are in place, reliable and checked often | Engage stakeholders to enhance measures and practices to reduce overall incidents of workplace violence, musculoskeletal disorders (MSDs) and sharps injuries",2022-01-01,2025-01-01,2022,2025,WRK,ORG,high,full,"Primary WRK: Core focus on workforce health, safety, attendance, and leadership support for staff wellbeing. Secondary ORG: Includes operational excellence and people-focused leadership standards as organizational culture elements. Workplace safety and violence reduction are workforce-focused, not infrastructure.",ok,TRUE,NA,NA,Sault Area Hospital,2022,TRUE,Trusted Partner. Outstanding Care.,Exceptional people working together to provide outstanding care in Algoma.,Integrity | Compassion | Collaboration & Partnership | Accountability | Respect | Excellence,NA,full,NA,pdf,2026-03-27,direction
